Interference and Diffraction Data File Wed, Mar 30, 2022 4:08 PM
Sensor Position (Meters)	Light Intensity (Volts)
0.00161	-0.00679
0.00161	-0.00598
0.00161	-0.00502
0.00161	-0.00389
0.00161	-0.00437
0.00161	-0.00856
0.00161	-0.01033
0.00161	-0.00969
0.00161	-0.00663
0.00161	-0.00969
0.00167	-0.00631
0.00167	-0.00969
0.00167	-0.00647
0.00167	-0.00566
0.00167	-0.00566
0.00167	-0.00695
0.00167	-0.00727
0.00167	-0.00920
0.00167	-0.00969
0.00167	-0.00631
0.00172	-0.00679
0.00172	-0.00582
0.00172	-0.00502
0.00172	-0.00985
0.00172	-0.00534
0.00172	-0.00727
0.00172	-0.00647
0.00172	-0.00373
0.00172	-0.00341
0.00172	-0.00759
0.00178	-0.00743
0.00178	-0.00631
0.00178	-0.00856
0.00178	-0.00276
0.00178	-0.00566
0.00178	-0.01114
0.00178	-0.00824
0.00178	-0.00614
0.00178	-0.00405
0.00178	-0.00792
0.00183	-0.00679
0.00183	-0.00759
0.00183	-0.00759
0.00183	-0.00808
0.00183	-0.00614
0.00183	-0.00308
0.00183	-0.00550
0.00183	-0.00647
0.00183	-0.00534
0.00183	-0.00614
0.00189	-0.00373
0.00189	-0.00421
0.00189	-0.00953
0.00189	-0.00453
0.00189	-0.00888
0.00189	-0.00421
0.00189	-0.00647
0.00189	-0.00534
0.00189	-0.00872
0.00189	-0.00792
0.00194	-0.00663
0.00194	-0.00663
0.00194	-0.00759
0.00194	-0.00453
0.00194	-0.00647
0.00194	-0.00389
0.00194	-0.00759
0.00194	-0.00421
0.00194	-0.00792
0.00194	-0.00695
0.00200	-0.00647
0.00200	-0.00695
0.00200	-0.00486
0.00200	-0.00937
0.00200	-0.00888
0.00200	-0.00292
0.00200	-0.00389
0.00200	-0.00727
0.00200	-0.00904
0.00200	-0.00373
0.00200	-0.00679
0.00206	-0.00888
0.00206	-0.01259
0.00206	-0.00872
0.00206	-0.00711
0.00206	-0.00792
0.00206	-0.00679
0.00206	-0.00341
0.00206	-0.00550
0.00206	-0.00631
0.00206	-0.00969
0.00211	-0.00663
0.00211	-0.00292
0.00211	-0.00840
0.00211	-0.00518
0.00211	-0.00582
0.00211	-0.00743
0.00211	-0.00566
0.00211	-0.00341
0.00211	-0.00341
0.00211	-0.00437
0.00217	-0.00502
0.00217	-0.00663
0.00217	-0.00647
0.00217	-0.00582
0.00217	-0.00437
0.00217	-0.00743
0.00217	-0.00711
0.00217	-0.00437
0.00217	-0.00550
0.00217	-0.00582
0.00222	-0.00518
0.00222	-0.00486
0.00222	-0.00743
0.00222	-0.00775
0.00222	-0.00421
0.00222	-0.00453
0.00222	-0.00631
0.00222	-0.00759
0.00222	-0.00614
0.00222	-0.00614
0.00222	-0.00534
0.00228	-0.00518
0.00228	-0.00405
0.00228	-0.00824
0.00228	-0.00308
0.00228	-0.00985
0.00228	-0.00775
0.00228	-0.00341
0.00228	-0.00727
0.00228	-0.00775
0.00228	-0.00453
0.00233	-0.00453
0.00233	-0.00389
0.00233	-0.00840
0.00233	-0.00389
0.00233	-0.00453
0.00233	-0.01081
0.00233	-0.00308
0.00233	-0.00695
0.00233	-0.00872
0.00233	-0.00212
0.00239	-0.00904
0.00239	-0.01017
0.00239	-0.00325
0.00239	-0.00534
0.00239	-0.00856
0.00239	-0.00985
0.00239	-0.00453
0.00239	-0.00405
0.00239	-0.00598
0.00239	-0.00759
0.00239	-0.00937
0.00244	-0.00308
0.00244	-0.00695
0.00244	-0.00582
0.00244	-0.00937
0.00244	-0.00792
0.00244	-0.01001
0.00244	-0.00325
0.00244	-0.00534
0.00244	-0.00904
0.00244	-0.00598
0.00250	-0.00711
0.00250	-0.00341
0.00250	-0.00631
0.00250	-0.00937
0.00250	-0.00888
0.00250	-0.00614
0.00250	-0.00325
0.00250	-0.00727
0.00250	-0.00550
0.00250	-0.01098
0.00256	-0.00679
0.00256	-0.00904
0.00256	-0.00775
0.00256	-0.00663
0.00256	-0.00598
0.00256	-0.00502
0.00256	-0.00888
0.00256	-0.00614
0.00256	-0.00856
0.00256	-0.00566
0.00261	-0.00953
0.00261	-0.00792
0.00261	-0.00631
0.00261	-0.00840
0.00261	-0.00937
0.00261	-0.00631
0.00261	-0.00775
0.00261	-0.00582
0.00261	-0.00453
0.00261	-0.00840
0.00261	-0.00647
0.00267	-0.00920
0.00267	-0.00486
0.00267	-0.00486
0.00267	-0.00792
0.00267	-0.00437
0.00267	-0.00292
0.00267	-0.00631
0.00267	-0.00759
0.00267	-0.00598
0.00267	-0.00002
0.00272	-0.00582
0.00272	-0.00373
0.00272	-0.00276
0.00272	-0.00711
0.00272	-0.00775
0.00272	-0.00518
0.00272	-0.00550
0.00272	-0.00775
0.00272	-0.00663
0.00272	-0.00695
0.00278	-0.00405
0.00278	-0.00775
0.00278	-0.00437
0.00278	-0.00534
0.00278	-0.00437
0.00278	-0.00260
0.00278	-0.00663
0.00278	-0.00486
0.00278	-0.00437
0.00278	-0.00228
0.00278	-0.00614
0.00283	-0.00373
0.00283	-0.00486
0.00283	-0.00180
0.00283	-0.00582
0.00283	-0.00502
0.00283	-0.00824
0.00283	-0.00550
0.00283	-0.00647
0.00283	-0.00969
0.00283	-0.00550
0.00283	-0.01049
0.00289	-0.00840
0.00289	-0.00373
0.00289	-0.00405
0.00289	-0.00792
0.00289	-0.00856
0.00289	-0.00711
0.00289	-0.00389
0.00289	-0.00727
0.00289	-0.00502
0.00294	-0.00727
0.00294	-0.00566
0.00294	-0.00679
0.00294	-0.00937
0.00294	-0.00985
0.00294	-0.00856
0.00294	-0.00856
0.00294	-0.00888
0.00294	-0.00679
0.00294	-0.00453
0.00294	-0.00647
0.00300	-0.00647
0.00300	-0.00872
0.00300	-0.00727
0.00300	-0.00808
0.00300	-0.00534
0.00300	-0.00647
0.00300	-0.00792
0.00300	-0.00695
0.00300	-0.00792
0.00300	-0.00679
0.00306	-0.00647
0.00306	-0.00550
0.00306	-0.00647
0.00306	-0.00711
0.00306	-0.00743
0.00306	-0.00373
0.00306	-0.00808
0.00306	-0.00453
0.00306	-0.00679
0.00306	-0.00743
0.00306	-0.00856
0.00311	-0.00969
0.00311	-0.00470
0.00311	-0.00550
0.00311	-0.00775
0.00311	-0.00614
0.00311	-0.00904
0.00311	-0.00421
0.00311	-0.00824
0.00311	-0.00470
0.00317	-0.00759
0.00317	-0.00550
0.00317	-0.00582
0.00317	-0.00598
0.00317	-0.00389
0.00317	-0.00502
0.00317	-0.00808
0.00317	-0.00679
0.00317	-0.00663
0.00317	-0.00598
0.00317	-0.00727
0.00322	-0.00598
0.00322	-0.00486
0.00322	-0.00872
0.00322	-0.00631
0.00322	-0.00502
0.00322	-0.00888
0.00322	-0.00888
0.00322	-0.00550
0.00322	-0.00614
0.00322	-0.00985
0.00322	-0.00582
0.00328	-0.00518
0.00328	-0.00453
0.00328	-0.01065
0.00328	-0.01049
0.00328	-0.00341
0.00328	-0.00824
0.00328	-0.00695
0.00328	-0.00711
0.00328	-0.00953
0.00328	-0.00292
0.00333	-0.00695
0.00333	-0.00872
0.00333	-0.00663
0.00333	-0.00679
0.00333	-0.00953
0.00333	-0.00872
0.00333	-0.00663
0.00333	-0.00711
0.00333	-0.00631
0.00333	-0.00647
0.00339	-0.00824
0.00339	-0.00808
0.00339	-0.00711
0.00339	-0.00679
0.00339	-0.00937
0.00339	-0.00711
0.00339	-0.00518
0.00339	-0.00711
0.00339	-0.00486
0.00339	-0.00711
0.00344	-0.00598
0.00344	-0.00631
0.00344	-0.00711
0.00344	-0.00824
0.00344	-0.00550
0.00344	-0.00953
0.00344	-0.00631
0.00344	-0.00904
0.00344	-0.00824
0.00344	-0.00470
0.00344	-0.01001
0.00350	-0.00808
0.00350	-0.01098
0.00350	-0.00647
0.00350	-0.00969
0.00350	-0.00904
0.00350	-0.00904
0.00350	-0.00421
0.00350	-0.00566
0.00350	-0.00598
0.00350	-0.00872
0.00356	-0.00808
0.00356	-0.01017
0.00356	-0.00904
0.00356	-0.00341
0.00356	-0.00727
0.00356	-0.00502
0.00356	-0.00743
0.00356	-0.00695
0.00356	-0.00631
0.00356	-0.00695
0.00361	-0.00695
0.00361	-0.01033
0.00361	-0.00824
0.00361	-0.00663
0.00361	-0.00808
0.00361	-0.01001
0.00361	-0.00502
0.00361	-0.00647
0.00361	-0.00969
0.00361	-0.00985
0.00367	-0.00631
0.00367	-0.00856
0.00367	-0.00759
0.00367	-0.00904
0.00367	-0.00727
0.00367	-0.00679
0.00367	-0.00904
0.00367	-0.01001
0.00367	-0.00856
0.00367	-0.00759
0.00372	-0.00775
0.00372	-0.00276
0.00372	-0.00743
0.00372	-0.00792
0.00372	-0.00711
0.00372	-0.00614
0.00372	-0.00647
0.00372	-0.00518
0.00372	-0.00759
0.00372	-0.00872
0.00378	-0.00663
0.00378	-0.00614
0.00378	-0.00904
0.00378	-0.01049
0.00378	-0.00502
0.00378	-0.00534
0.00378	-0.00727
0.00378	-0.00695
0.00378	-0.00679
0.00383	-0.00679
0.00383	-0.00357
0.00383	-0.00582
0.00383	-0.00856
0.00383	-0.00663
0.00383	-0.00888
0.00383	-0.00856
0.00383	-0.00695
0.00383	-0.01017
0.00383	-0.00614
0.00383	-0.00518
0.00389	-0.00792
0.00389	-0.00679
0.00389	-0.00679
0.00389	-0.00824
0.00389	-0.00614
0.00389	-0.00840
0.00389	-0.00679
0.00389	-0.00904
0.00389	-0.00727
0.00389	-0.00663
0.00394	-0.00888
0.00394	-0.00518
0.00394	-0.00775
0.00394	-0.01017
0.00394	-0.00792
0.00394	-0.00631
0.00394	-0.01017
0.00394	-0.00775
0.00394	-0.00872
0.00400	-0.00872
0.00400	-0.00614
0.00400	-0.00856
0.00400	-0.00502
0.00400	-0.00502
0.00400	-0.00550
0.00400	-0.00888
0.00400	-0.00792
0.00400	-0.00775
0.00400	-0.00953
0.00406	-0.00679
0.00406	-0.00711
0.00406	-0.01226
0.00406	-0.00631
0.00406	-0.00759
0.00406	-0.01210
0.00406	-0.00727
0.00406	-0.00711
0.00406	-0.00647
0.00406	-0.00953
0.00411	-0.01098
0.00411	-0.00985
0.00411	-0.00582
0.00411	-0.00840
0.00411	-0.00856
0.00411	-0.00679
0.00411	-0.00598
0.00411	-0.00824
0.00411	-0.00695
0.00411	-0.00856
0.00417	-0.00904
0.00417	-0.00808
0.00417	-0.00904
0.00417	-0.00808
0.00417	-0.00711
0.00417	-0.01098
0.00417	-0.00888
0.00417	-0.00582
0.00417	-0.00824
0.00422	-0.00647
0.00422	-0.00631
0.00422	-0.00856
0.00422	-0.00695
0.00422	-0.00550
0.00422	-0.01065
0.00422	-0.00534
0.00422	-0.00840
0.00422	-0.01033
0.00422	-0.00598
0.00428	-0.01162
0.00428	-0.00582
0.00428	-0.00953
0.00428	-0.00727
0.00428	-0.00743
0.00428	-0.00389
0.00428	-0.00775
0.00428	-0.01452
0.00428	-0.00470
0.00428	-0.01049
0.00433	-0.00775
0.00433	-0.00566
0.00433	-0.01017
0.00433	-0.00759
0.00433	-0.00647
0.00433	-0.00695
0.00433	-0.00792
0.00433	-0.00775
0.00433	-0.00647
0.00433	-0.00759
0.00439	-0.00244
0.00439	-0.00727
0.00439	-0.00953
0.00439	-0.00840
0.00439	-0.00985
0.00439	-0.00824
0.00439	-0.00759
0.00439	-0.00824
0.00439	-0.00695
0.00439	-0.00969
0.00444	-0.00808
0.00444	-0.00937
0.00444	-0.00824
0.00444	-0.01339
0.00444	-0.00808
0.00444	-0.00824
0.00444	-0.00727
0.00444	-0.00872
0.00444	-0.00663
0.00444	-0.00695
0.00450	-0.00759
0.00450	-0.00453
0.00450	-0.00631
0.00450	-0.00743
0.00450	-0.00743
0.00450	-0.00856
0.00450	-0.00759
0.00450	-0.01194
0.00450	-0.00727
0.00450	-0.01146
0.00456	-0.00840
0.00456	-0.00840
0.00456	-0.00969
0.00456	-0.01243
0.00456	-0.01162
0.00456	-0.00631
0.00456	-0.00856
0.00456	-0.01065
0.00456	-0.01098
0.00456	-0.01017
0.00461	-0.00518
0.00461	-0.00888
0.00461	-0.00920
0.00461	-0.00985
0.00461	-0.00518
0.00461	-0.00904
0.00461	-0.01259
0.00461	-0.00663
0.00461	-0.00904
0.00461	-0.00486
0.00467	-0.00985
0.00467	-0.00775
0.00467	-0.00727
0.00467	-0.01339
0.00467	-0.00904
0.00467	-0.00824
0.00467	-0.01001
0.00467	-0.01049
0.00467	-0.00792
0.00467	-0.00631
0.00472	-0.00711
0.00472	-0.00872
0.00472	-0.01162
0.00472	-0.00550
0.00472	-0.01178
0.00472	-0.00953
0.00472	-0.00727
0.00472	-0.00920
0.00472	-0.00856
0.00472	-0.00969
0.00472	-0.00711
0.00478	-0.00792
0.00478	-0.00614
0.00478	-0.01001
0.00478	-0.00808
0.00478	-0.01114
0.00478	-0.01210
0.00478	-0.01162
0.00478	-0.00840
0.00478	-0.00631
0.00483	-0.01081
0.00483	-0.01307
0.00483	-0.01098
0.00483	-0.00695
0.00483	-0.00808
0.00483	-0.00920
0.00483	-0.01130
0.00483	-0.01098
0.00483	-0.00985
0.00483	-0.01081
0.00489	-0.00743
0.00489	-0.00888
0.00489	-0.00743
0.00489	-0.01017
0.00489	-0.01049
0.00489	-0.00953
0.00489	-0.00759
0.00489	-0.00808
0.00489	-0.01210
0.00489	-0.00969
0.00489	-0.00759
0.00494	-0.01162
0.00494	-0.01033
0.00494	-0.00759
0.00494	-0.00840
0.00494	-0.00920
0.00494	-0.00840
0.00494	-0.01323
0.00494	-0.01178
0.00494	-0.00953
0.00494	-0.00775
0.00500	-0.00953
0.00500	-0.01001
0.00500	-0.00840
0.00500	-0.01291
0.00500	-0.00920
0.00500	-0.01339
0.00500	-0.00663
0.00500	-0.00888
0.00500	-0.01033
0.00500	-0.01178
0.00506	-0.01323
0.00506	-0.00759
0.00506	-0.00711
0.00506	-0.00888
0.00506	-0.00792
0.00506	-0.00985
0.00506	-0.01098
0.00506	-0.00969
0.00506	-0.00759
0.00506	-0.00969
0.00511	-0.01243
0.00511	-0.01001
0.00511	-0.00775
0.00511	-0.00743
0.00511	-0.01033
0.00511	-0.01098
0.00511	-0.00920
0.00511	-0.01243
0.00511	-0.01081
0.00511	-0.01178
0.00511	-0.01243
0.00517	-0.00856
0.00517	-0.00759
0.00517	-0.01243
0.00517	-0.01001
0.00517	-0.01210
0.00517	-0.01404
0.00517	-0.00937
0.00517	-0.01323
0.00517	-0.00792
0.00522	-0.00904
0.00522	-0.01065
0.00522	-0.00888
0.00522	-0.01065
0.00522	-0.01081
0.00522	-0.01098
0.00522	-0.00920
0.00522	-0.01081
0.00522	-0.00808
0.00522	-0.01081
0.00522	-0.00985
0.00528	-0.01081
0.00528	-0.00743
0.00528	-0.00808
0.00528	-0.01178
0.00528	-0.00840
0.00528	-0.01033
0.00528	-0.00920
0.00528	-0.00727
0.00528	-0.01194
0.00528	-0.00792
0.00533	-0.01146
0.00533	-0.00888
0.00533	-0.00937
0.00533	-0.01017
0.00533	-0.00695
0.00533	-0.00792
0.00533	-0.01275
0.00533	-0.01114
0.00533	-0.00824
0.00533	-0.01033
0.00533	-0.00759
0.00539	-0.00937
0.00539	-0.00888
0.00539	-0.01017
0.00539	-0.01017
0.00539	-0.00631
0.00539	-0.01146
0.00539	-0.00695
0.00539	-0.00808
0.00539	-0.00792
0.00544	-0.01001
0.00544	-0.00695
0.00544	-0.00904
0.00544	-0.00792
0.00544	-0.00743
0.00544	-0.00695
0.00544	-0.01114
0.00544	-0.00743
0.00544	-0.01162
0.00544	-0.00985
0.00550	-0.00743
0.00550	-0.00904
0.00550	-0.01081
0.00550	-0.00808
0.00550	-0.01033
0.00550	-0.00840
0.00550	-0.00808
0.00550	-0.01291
0.00550	-0.00695
0.00550	-0.01081
0.00550	-0.01130
0.00556	-0.00695
0.00556	-0.00920
0.00556	-0.01065
0.00556	-0.01017
0.00556	-0.00647
0.00556	-0.00969
0.00556	-0.00904
0.00556	-0.01114
0.00556	-0.00759
0.00556	-0.00969
0.00561	-0.01243
0.00561	-0.00743
0.00561	-0.01114
0.00561	-0.00631
0.00561	-0.00598
0.00561	-0.00598
0.00561	-0.01081
0.00561	-0.00631
0.00561	-0.00792
0.00561	-0.00920
0.00567	-0.01098
0.00567	-0.00824
0.00567	-0.01226
0.00567	-0.01226
0.00567	-0.00920
0.00567	-0.00872
0.00567	-0.00743
0.00567	-0.00357
0.00567	-0.01049
0.00567	-0.00888
0.00572	-0.01130
0.00572	-0.01114
0.00572	-0.01130
0.00572	-0.00663
0.00572	-0.00775
0.00572	-0.00840
0.00572	-0.00969
0.00572	-0.01226
0.00572	-0.01130
0.00572	-0.01098
0.00572	-0.00792
0.00578	-0.01049
0.00578	-0.00679
0.00578	-0.00904
0.00578	-0.00904
0.00578	-0.00920
0.00578	-0.00920
0.00578	-0.01033
0.00578	-0.00711
0.00578	-0.00872
0.00578	-0.01065
0.00583	-0.01081
0.00583	-0.01146
0.00583	-0.01049
0.00583	-0.00856
0.00583	-0.00695
0.00583	-0.01259
0.00583	-0.00888
0.00583	-0.00695
0.00583	-0.01130
0.00583	-0.01065
0.00589	-0.00920
0.00589	-0.01130
0.00589	-0.00695
0.00589	-0.00953
0.00589	-0.00985
0.00589	-0.00808
0.00589	-0.00840
0.00589	-0.00937
0.00589	-0.00969
0.00589	-0.00582
0.00594	-0.00969
0.00594	-0.00953
0.00594	-0.01081
0.00594	-0.01033
0.00594	-0.00727
0.00594	-0.01162
0.00594	-0.01001
0.00594	-0.01081
0.00594	-0.01017
0.00594	-0.01114
0.00594	-0.00953
0.00600	-0.00856
0.00600	-0.00969
0.00600	-0.01226
0.00600	-0.00566
0.00600	-0.00534
0.00600	-0.01226
0.00600	-0.01049
0.00600	-0.00904
0.00600	-0.01049
0.00600	-0.00792
0.00606	-0.00856
0.00606	-0.01114
0.00606	-0.01146
0.00606	-0.00727
0.00606	-0.00985
0.00606	-0.01259
0.00606	-0.00727
0.00606	-0.00840
0.00606	-0.00953
0.00611	-0.00808
0.00611	-0.00663
0.00611	-0.01098
0.00611	-0.00502
0.00611	-0.00888
0.00611	-0.01130
0.00611	-0.01081
0.00611	-0.00953
0.00611	-0.00953
0.00611	-0.00840
0.00611	-0.00727
0.00617	-0.01162
0.00617	-0.00985
0.00617	-0.00614
0.00617	-0.00888
0.00617	-0.00437
0.00617	-0.00840
0.00617	-0.00904
0.00617	-0.00550
0.00617	-0.01162
0.00617	-0.00695
0.00622	-0.00888
0.00622	-0.01001
0.00622	-0.00389
0.00622	-0.01017
0.00622	-0.00534
0.00622	-0.01033
0.00622	-0.00888
0.00622	-0.00953
0.00622	-0.00920
0.00622	-0.00904
0.00628	-0.00598
0.00628	-0.00775
0.00628	-0.01114
0.00628	-0.00711
0.00628	-0.00792
0.00628	-0.00904
0.00628	-0.00937
0.00628	-0.00357
0.00628	-0.00727
0.00633	-0.00888
0.00633	-0.00888
0.00633	-0.00872
0.00633	-0.00647
0.00633	-0.00743
0.00633	-0.01130
0.00633	-0.00937
0.00633	-0.00937
0.00633	-0.00792
0.00633	-0.00792
0.00633	-0.01243
0.00639	-0.00937
0.00639	-0.00888
0.00639	-0.01001
0.00639	-0.01307
0.00639	-0.01001
0.00639	-0.00904
0.00639	-0.00937
0.00639	-0.01017
0.00639	-0.00888
0.00639	-0.00953
0.00644	-0.00792
0.00644	-0.00937
0.00644	-0.01130
0.00644	-0.00937
0.00644	-0.00502
0.00644	-0.00888
0.00644	-0.01130
0.00644	-0.00727
0.00644	-0.00534
0.00650	-0.00969
0.00650	-0.00775
0.00650	-0.00920
0.00650	-0.01162
0.00650	-0.01033
0.00650	-0.00534
0.00650	-0.00937
0.00650	-0.00663
0.00650	-0.00920
0.00650	-0.01098
0.00656	-0.00920
0.00656	-0.01081
0.00656	-0.00953
0.00656	-0.00792
0.00656	-0.00824
0.00656	-0.00679
